S.NO,EMP ID,Employee Name,EmailId,Father's Name,Department,Designation,Pay Days,Present Days,BASIC,HRA,CONVEYANCE,CCA,OTHER EARN,PH.LIS.AMT,R F PHEC,NS ALLOW,SPL ALLOW,EXTRA DUTY,ARREARS,Total Earning,PF,ESI,PT,TDS,MOBILE DED,PEHC DED,OTHER DED,Total Dedn,Net Amount
344,273,Sandeep Banerjee,SandeepBanerjee@gmail.com,,Pharmacy,Pharmacy Asst.,30,30,"3,738.00","1,495.00",800,"1,443.00",0,0,0,0,0,0,0,"7,476.00",449,130.85,80,0,0,0,0,659.85,"6,816.00"
345,290,Arjun Menon,ArjunMenon@gmail.com,,Pharmacy,Pharmacist,26,26,"3,837.00","1,535.00",693,"1,609.00",0,0,0,0,0,0,0,"7,674.00",460,134.3,80,0,0,0,0,674.3,"7,000.00"
346,291,Swati Basu,SwatiBasu@gmail.com,,Pharmacy,Pharmacist,30,30,"4,140.00","1,656.00",800,"1,684.00",0,0,0,0,0,0,0,"8,280.00",497,144.9,80,0,0,0,0,721.9,"7,558.00"
347,443,Gauri Pillai,GauriPillai@gmail.com,BABU RAO,Pharmacy,Pharmacist,30,30,"4,340.00","1,736.00",800,"1,804.00",0,0,0,0,0,0,720,"9,400.00",564,164.5,80,0,0,0,0,808.5,"8,592.00"
348,446,Rahul Kurup,RahulKurup@gmail.com,KANAKAIAH Y,Pharmacy,PHARMACY AID,30,30,"5,175.00","2,070.00",800,"2,305.00",0,0,0,0,0,0,"1,002.00","11,352.00",681,198.7,100,0,787,0,0,"1,766.70","9,585.00"
349,474,Shweta Gupta,ShwetaGupta@gmail.com,BHIMA LINGESWARA RAO,Pharmacy,Pharmacist,30,30,"4,060.00","1,624.00",800,"1,636.00",0,0,0,0,0,0,28,"8,148.00",489,142.6,80,0,0,0,0,711.6,"7,436.00"
350,511,Tanuja Chatterjee,TanujaChatterjee@gmail.com,MADHAV RAO,Pharmacy,Pharmacist,30,30,"3,500.00","1,400.00",800,"1,300.00",0,0,0,0,0,0,0,"7,000.00",420,122.5,80,0,0,0,0,622.5,"6,378.00"
351,517,Ashok Thakur,AshokThakur@gmail.com,S C KATAMAIAH,Pharmacy,Pharmacist,30,30,"4,125.00","1,650.00",800,"1,675.00",0,"1,200.00",0,0,0,0,0,"9,450.00",495,144.4,80,0,0,0,0,719.4,"8,731.00"
352,538,Pankaj Choudhary,PankajChoudhary@gmail.com,M RAJANNA,Pharmacy,SR. PHARMACIST,30,30,"6,000.00","2,400.00",800,"2,800.00",0,0,0,0,0,0,0,"12,000.00",720,210,100,0,785,0,0,"1,815.00","10,185.00"
353,580,Preeti Malhotra,PreetiMalhotra@gmail.com,NAGESWARA RAO,Pharmacy,Pharmacist,30,30,"4,000.00","1,600.00",800,"1,600.00",0,"1,200.00",0,0,0,0,0,"9,200.00",480,140,80,0,0,0,0,700,"8,500.00"
354,616,Rekha Banerjee,RekhaBanerjee@gmail.com,VVS NARAYANA,Pharmacy,Pharmacist,30,30,"4,125.00","1,650.00",800,"1,675.00",0,0,0,0,0,0,0,"8,250.00",495,144.4,80,0,0,0,0,719.4,"7,531.00"
355,667,Bhavana Kapoor,BhavanaKapoor@gmail.com,Ismail Ghori.MD,Pharmacy,Pharmacy Aide,30,30,"6,000.00","2,400.00",800,"2,800.00",0,0,0,0,0,0,0,"12,000.00",720,210,100,0,0,0,0,"1,030.00","10,970.00"
356,669,Rekha Naidu,RekhaNaidu@gmail.com,Gangagoud,Pharmacy,Pharmacist,30,30,"4,250.00","1,700.00",800,"1,750.00",0,"1,200.00",0,0,0,0,0,"9,700.00",510,148.75,80,0,0,275,0,"1,013.75","8,686.00"
357,670,Ashok Kumar,AshokKumar@gmail.com,Pochaiah,Pharmacy,Pharmacist,30,30,"4,250.00","1,700.00",800,"1,750.00",0,"1,200.00",0,0,0,0,0,"9,700.00",510,148.75,80,0,0,275,0,"1,013.75","8,686.00"
358,683,Vikram Dey,VikramDey@gmail.com,Ravindar Reddy,Pharmacy,Pharmacist,30,30,"4,250.00","1,700.00",800,"1,750.00",0,0,0,0,0,0,0,"8,500.00",510,148.75,80,0,0,275,0,"1,013.75","7,486.00"
359,70,Karthik Reddy,KarthikReddy@gmail.com,,Pharmacy,Pharmacist,30,30,"4,428.00","1,771.00",800,"1,857.00",0,0,0,0,0,0,0,"8,856.00",531,155,80,0,0,0,0,766,"8,090.00"
360,209,Deepa Menon,DeepaMenon@gmail.com,,Physiotherapy,Sr. Physiotherapist,29,29,"10,633.00","4,253.00",773,"5,607.00",0,0,0,0,0,0,0,"21,266.00",754,0,200,0,0,0,0,954,"20,312.00"
361,258,Kavita Chatterjee,KavitaChatterjee@gmail.com,,Physiotherapy,Physiotherapist,30,30,"3,881.00","1,552.00",800,"1,529.00",0,0,0,0,0,0,0,"7,762.00",466,135.85,80,0,0,0,0,681.85,"7,080.00"
362,429,Sneha Mehta,SnehaMehta@gmail.com,T RAMULU GOUD,Physiotherapy,Physiotherapist,30,30,"4,744.00","1,898.00",800,"2,046.00",0,0,0,0,0,0,0,"9,488.00",569,166.05,80,0,0,0,0,815.05,"8,673.00"
363,620,Sangeeta Bhattacharya,SangeetaBhattacharya@gmail.com,PRABHAKAR,Physiotherapy,Physiotherapist,30,30,"3,500.00","1,400.00",800,"1,300.00",0,0,0,0,0,0,0,"7,000.00",420,122.5,80,0,0,0,0,622.5,"6,378.00"
364,28,Pradeep Pandey,PradeepPandey@gmail.com,,PURCHASE,Executive,29,29,"5,898.00","2,359.00",773,"2,765.00",0,0,0,0,"2,000.00",0,0,"13,795.00",708,206.45,100,0,0,0,0,"1,014.45","12,781.00"
365,621,Maya Rao,MayaRao@gmail.com,SURESH TIWARI,PURCHASE,Deputy Manager,30,30,"13,000.00","5,200.00",800,"7,000.00",0,0,0,0,0,0,0,"26,000.00",780,0,200,0,0,0,0,980,"25,020.00"
366,158,Sandeep Choudhary,SandeepChoudhary@gmail.com,,Radiology,MRI Technician,30,30,"10,000.00","4,000.00",800,"5,200.00",0,0,0,0,0,0,0,"20,000.00",780,0,150,0,0,0,0,930,"19,070.00"
367,197,Pooja Agarwal,PoojaAgarwal@gmail.com,,Radiology,Technician,30,30,"8,438.00","3,375.00",800,"4,263.00",0,0,0,0,0,0,0,"16,876.00",780,0,150,0,663,0,0,"1,593.00","15,283.00"
368,20,Maya Chatterjee,MayaChatterjee@gmail.com,,Radiology,Technician,30,30,"6,899.00","2,760.00",800,"3,339.00",0,0,0,0,0,"1,335.00",0,"15,133.00",780,264.85,100,0,0,0,0,"1,144.85","13,988.00"
369,21,Namrata Gowda,NamrataGowda@gmail.com,,Radiology,Technician,30,30,"6,272.00","2,509.00",800,"2,963.00",0,0,0,0,0,0,0,"12,544.00",753,219.55,100,0,0,0,0,"1,072.55","11,471.00"
370,26,Ritu Yadav,RituYadav@gmail.com,,Radiology,Technician,30,30,"6,899.00","2,760.00",800,"3,339.00",0,0,0,0,0,"1,335.00",0,"15,133.00",780,264.85,100,0,0,0,0,"1,144.85","13,988.00"
371,413,Preeti Pillai,PreetiPillai@gmail.com,S NARAHARI,Radiology,Technician,30,30,"5,750.00","2,300.00",800,"2,650.00",0,0,0,0,0,0,0,"11,500.00",690,201.25,100,0,0,0,0,991.25,"10,509.00"
372,610,Deepak Chakraborty,DeepakChakraborty@gmail.com,GANGA NARSAIAH,Radiology,JR.RADIOGRAPHER,27,27,"2,250.00",900,720,630,0,0,0,0,0,0,0,"4,500.00",270,78.75,0,0,0,0,0,348.75,"4,151.00"
373,612,Swati Shukla,SwatiShukla@gmail.com,VENKATESHWARLU,Radiology,CT & MRI TECHNICIAN,30,30,"6,000.00","2,400.00",800,"2,800.00",0,0,0,0,0,0,0,"12,000.00",720,210,100,0,0,0,0,"1,030.00","10,970.00"
374,407,Sangeeta Pandey,SangeetaPandey@gmail.com,SHAIK GHANI SAHEB,SECURITY,Security Officer,30,30,"14,000.00","5,600.00",800,"7,600.00",0,0,0,0,0,0,0,"28,000.00",780,0,200,0,0,0,0,980,"27,020.00"
375,557,Manoj Chopra,ManojChopra@gmail.com,UTTAM RAO KALE,SECURITY,ASSISTANT SECURITY OFFICER,30,30,"6,000.00","2,400.00",800,"2,800.00",0,0,0,0,0,0,0,"12,000.00",720,210,100,0,660,0,0,"1,690.00","10,310.00"
376,558,Karthik Roy,KarthikRoy@gmail.com,KRISHNAIAH A,SECURITY,Executive,30,30,"5,000.00","2,000.00",800,"2,200.00",0,0,0,0,0,0,0,"10,000.00",600,175,80,0,0,0,0,855,"9,145.00"
377,559,Amit Thakur,AmitThakur@gmail.com,SHARIF KHAN,SECURITY,Executive,30,30,"5,000.00","2,000.00",800,"2,200.00",0,0,0,0,0,0,0,"10,000.00",600,175,80,0,0,0,0,855,"9,145.00"
378,561,Rahul Kumar,RahulKumar@gmail.com,EJAZ SYED,SECURITY,Assistant Security Officer,30,30,"5,000.00","2,000.00",800,"2,200.00",0,0,0,0,0,0,0,"10,000.00",600,175,80,0,0,0,0,855,"9,145.00"
379,174,Nitin Kumar,NitinKumar@gmail.com,,Stores,Data Entry Operator,30,30,"3,625.00","1,450.00",800,"1,375.00",0,0,0,0,0,0,0,"7,250.00",435,126.9,80,0,0,0,0,641.9,"6,608.00"
380,455,Sunil Nair,SunilNair@gmail.com,M SHANKARAIAH,Stores,STORE ASSISTANT,27,27,"3,600.00","1,440.00",720,"1,440.00",0,0,0,0,0,0,813,"8,013.00",481,140.25,80,0,581,0,0,"1,282.25","6,731.00"
381,583,Tanuja Kapoor,TanujaKapoor@gmail.com,GOWRINADHAM,Stores,STORE ASSISTANT,30,30,"1,750.00",700,800,250,0,0,0,0,0,0,0,"3,500.00",210,61.25,0,0,0,0,0,271.25,"3,229.00"
382,617,Rajesh Choudhary,RajeshChoudhary@gmail.com,NAGESWARA RAO,Stores,Data Entry Operator,30,30,"3,000.00","1,200.00",800,"1,000.00",0,0,0,0,0,0,0,"6,000.00",360,105,60,0,0,0,0,525,"5,475.00"
383,99,Rohan Paul,RohanPaul@gmail.com,,Stores,Executive,30,30,"5,600.00","2,240.00",800,"2,560.00",0,0,0,0,0,0,"1,006.00","12,206.00",732,213.65,100,0,159,0,0,"1,204.65","11,001.00"
384,649,Sonal Kaul,SonalKaul@gmail.com,Thimmaiah,Travel Desk & House Keeping,Executive,30,30,"7,500.00","3,000.00",800,"3,700.00",0,0,0,0,0,0,0,"15,000.00",780,262.5,100,0,0,0,0,"1,142.50","13,858.00"
